location.place,location.region,location.country,location.lat,location.lon,current.last_updated_epoch,current.temp_c,current.is_day,current.wind_mph,current.wind_degree,current.pressure_mb,current.precip_mm,current.humidity,current.cloud,current.feelslike_c
Chennai,Tamil Nadu,India,13.08,80.28,1630741500,32,1,9.4,290,1005,0.1,67,75,44.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630741500,28.4,1,17,285,1009,0,63,73,30.7
Mumbai,Maharashtra,India,18.98,72.83,1630743300,30,1,11.9,250,1005,0.1,75,75,36.3
Chennai,Tamil Nadu,India,13.08,80.28,1630743300,32,1,9.4,290,1005,0.1,67,75,44.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630743300,28.4,1,17,285,1009,0,63,73,30.7
Mumbai,Maharashtra,India,18.98,72.83,1630758600,27,1,9.4,280,1004,0.2,94,75,29.6
Chennai,Tamil Nadu,India,13.08,80.28,1630758600,30,1,5.6,200,1004,0.7,66,75,39.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630758600,30.7,1,15,289,1004,0.1,55,100,33.4
Mumbai,Maharashtra,India,18.98,72.83,1630759500,26,1,6.9,290,1004,0.2,94,75,28.1
Chennai,Tamil Nadu,India,13.08,80.28,1630759500,29,0,0,237,1004,0.7,75,75,36.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630759500,30.7,1,15,289,1004,0.1,55,100,33.4
Mumbai,Maharashtra,India,18.98,72.83,1630761300,27,1,0,0,1004,0.2,94,75,29.6
Chennai,Tamil Nadu,India,13.08,80.28,1630761300,29,0,0,237,1004,0.7,75,75,36.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630761300,30.7,0,15,289,1004,0.1,55,100,33.4
Mumbai,Maharashtra,India,18.98,72.83,1630817100,28,1,3.8,240,1007,0,94,75,32.8
Chennai,Tamil Nadu,India,13.08,80.28,1630817100,31,1,10.5,280,1006,0,66,75,39.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630817100,24.9,1,17.2,264,1007,0,76,91,26.8
Mumbai,Maharashtra,India,18.98,72.83,1630827000,30,1,15,260,1006,0.1,84,75,37
Chennai,Tamil Nadu,India,13.08,80.28,1630826100,33,1,11.9,300,1005,0,56,75,44.1
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630827000,27.4,1,17.7,276,1008,0,66,66,29.5
Mumbai,Maharashtra,India,18.98,72.83,1630827900,31,1,13.6,270,1005,0.1,75,75,39.9
Chennai,Tamil Nadu,India,13.08,80.28,1630827900,33,1,13.6,290,1004,0,59,75,41.9
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630827900,27.4,1,17.7,276,1008,0,66,66,29.5
Mumbai,Maharashtra,India,18.98,72.83,1630831500,30,1,8.1,280,1005,0.5,75,75,36.5
Chennai,Tamil Nadu,India,13.08,80.28,1630831500,33,1,8.1,290,1003,0,56,75,42.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630831500,29.5,1,16.1,286,1007,0.2,60,91,32.2
Mumbai,Maharashtra,India,18.98,72.83,1630835100,29,1,12.5,280,1004,0.7,84,100,34.3
Chennai,Tamil Nadu,India,13.08,80.28,1630835100,34,1,3.8,60,1003,0,56,75,47.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630835100,31,1,17.2,292,1006,0.7,55,60,34.1
Mumbai,Maharashtra,India,18.98,72.83,1630838700,29,1,9.4,310,1004,0.8,84,100,34.8
Chennai,Tamil Nadu,India,13.08,80.28,1630838700,31,1,11.9,270,1002,0,71,75,37.1
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630838700,31,1,17.7,296,1005,0.6,53,98,33.6
Mumbai,Maharashtra,India,18.98,72.83,1630903500,29,1,4.3,130,1006,0,84,75,35.6
Chennai,Tamil Nadu,India,13.08,80.28,1630903500,30,1,8.1,280,1006,0,70,75,34.7
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630903500,24.2,1,17,267,1007,0,80,77,26.1
Mumbai,Maharashtra,India,18.98,72.83,1630907100,29,1,6.9,240,1006,0.8,84,75,35.5
Chennai,Tamil Nadu,India,13.08,80.28,1630907100,31,1,6.9,310,1005,0,71,75,35.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630907100,25.1,1,19,272,1008,0,76,95,27
Mumbai,Maharashtra,India,18.98,72.83,1630910700,29,1,10.5,270,1006,0,84,75,35.5
Chennai,Tamil Nadu,India,13.08,80.28,1630910700,32,1,16.1,310,1004,0,59,75,37.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630910700,25.3,1,18.8,275,1008,0,76,84,27.2
Mumbai,Maharashtra,India,18.98,72.83,1630914300,29,1,9.4,280,1005,0.3,79,75,35.4
Chennai,Tamil Nadu,India,13.08,80.28,1630914300,33,1,11.9,300,1004,0,56,75,39.1
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630914300,25.1,1,17.7,273,1008,0,78,69,27.1
Mumbai,Maharashtra,India,18.98,72.83,1630923300,30,1,11.9,270,1002,0.1,75,75,36.6
Chennai,Tamil Nadu,India,13.08,80.28,1630923300,32,1,5.6,280,1002,0,63,75,37.1
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630923300,26.6,1,13.6,286,1006,0.1,74,62,28.9
Mumbai,Maharashtra,India,18.98,72.83,1630925100,30,1,12.5,270,1002,0,84,75,36.3
Chennai,Tamil Nadu,India,13.08,80.28,1630925100,32,1,6.9,250,1002,0,63,75,36.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630925100,26.9,1,13,284,1005,0.2,72,71,29.2
Mumbai,Maharashtra,India,18.98,72.83,1630928700,29,1,9.4,290,1002,0.9,84,75,34
Chennai,Tamil Nadu,India,13.08,80.28,1630928700,32,1,6.9,230,1002,0.1,63,75,37.1
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630928700,27.3,1,14.5,281,1004,1.1,69,84,29.6
Mumbai,Maharashtra,India,18.98,72.83,1630932300,29,1,9.4,270,1003,0,79,75,33.8
Chennai,Tamil Nadu,India,13.08,80.28,1630932300,28,0,5.6,250,1002,0,70,75,29.9
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630932300,27.6,1,16.3,282,1004,0.5,68,93,30
Mumbai,Maharashtra,India,18.98,72.83,1630935900,28,0,8.1,290,1003,0.3,89,75,31.5
Chennai,Tamil Nadu,India,13.08,80.28,1630935900,27,0,4.3,10,1003,0.1,79,75,28.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630935900,26.8,0,16.3,277,1004,0.7,71,83,29
Mumbai,Maharashtra,India,18.98,72.83,1630939500,28,0,6.9,290,1004,0,89,75,31.8
Chennai,Tamil Nadu,India,13.08,80.28,1630939500,25,0,6.9,200,1005,0,89,100,26.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630939500,26.2,0,17.4,270,1005,3.9,71,68,28.1
Mumbai,Maharashtra,India,18.98,72.83,1630950300,28,0,4.3,290,1005,0.9,89,75,32.4
Chennai,Tamil Nadu,India,13.08,80.28,1630950300,27,0,8.1,250,1005,1.3,94,75,29.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630950300,23.9,0,17.4,264,1008,1.6,77,65,25.8
Mumbai,Maharashtra,India,18.98,72.83,1630989900,27,1,5.6,100,1005,0,94,75,31.4
Chennai,Tamil Nadu,India,13.08,80.28,1630989900,32,1,8.1,240,1006,0,59,25,39.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630989900,22.7,1,18.1,254,1007,0.3,85,59,24.9
Mumbai,Maharashtra,India,18.98,72.83,1630993500,27,1,5.6,160,1004,4.1,94,75,31.7
Chennai,Tamil Nadu,India,13.08,80.28,1630993500,33,1,6.9,250,1006,0,59,25,41.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1630993500,23.2,1,19,256,1007,0.6,83,57,25.3
Mumbai,Maharashtra,India,18.98,72.83,1631000700,28,1,4.3,260,1003,1.7,94,75,34.1
Chennai,Tamil Nadu,India,13.08,80.28,1631000700,34,1,13.6,290,1004,0,53,50,40.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631000700,24.5,1,22.1,268,1007,0.1,78,74,26.4
Mumbai,Maharashtra,India,18.98,72.83,1631007900,28,1,3.8,250,1002,0,94,75,33.5
Chennai,Tamil Nadu,India,13.08,80.28,1631007900,35,1,11.9,270,1003,0,50,50,41.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631007900,27.5,1,21,260,1006,0,67,80,29.8
Mumbai,Maharashtra,India,18.98,72.83,1631011500,28,1,5.6,280,1001,0,94,75,33.5
Chennai,Tamil Nadu,India,13.08,80.28,1631011500,34,1,8.1,210,1002,0,53,75,39
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631011500,28,1,24.2,265,1005,0,65,78,30.3
Mumbai,Maharashtra,India,18.98,72.83,1631015100,28,1,6.9,310,1001,1.2,94,75,33.8
Chennai,Tamil Nadu,India,13.08,80.28,1631015100,34,1,6.9,240,1002,0,53,75,38.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631015100,27.5,1,23,263,1004,0.4,68,67,29.8
Mumbai,Maharashtra,India,18.98,72.83,1631018700,28,1,4.3,310,1001,0,94,75,33.8
Mumbai,Maharashtra,India,18.98,72.83,1631076300,28,1,5.6,210,1003,0.6,94,75,34.3
Chennai,Tamil Nadu,India,13.08,80.28,1631076300,33,1,8.1,260,1008,0,59,25,41.4
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631076300,24.6,1,15,246,1008,0,74,27,26.3
Mumbai,Maharashtra,India,18.98,72.83,1631162700,29,1,10.5,230,1007,0.5,84,75,35.5
Chennai,Tamil Nadu,India,13.08,80.28,1631162700,32,1,11.9,280,1009,0,59,50,38.7
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631162700,25,1,16.1,258,1010,0,69,28,26.6
Mumbai,Maharashtra,India,18.98,72.83,1631166300,29,1,12.5,210,1007,1.6,89,75,35.4
Chennai,Tamil Nadu,India,13.08,80.28,1631166300,33,1,13.6,290,1008,0,56,50,40.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631166300,26.2,1,19.5,260,1011,0,66,29,27.7
Mumbai,Maharashtra,India,18.98,72.83,1631169900,29,1,11.9,230,1007,0.6,89,75,35.3
Chennai,Tamil Nadu,India,13.08,80.28,1631169900,34,1,11.9,290,1007,0,56,50,41.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631169900,27.3,1,19.7,264,1011,0,61,65,28.9
Mumbai,Maharashtra,India,18.98,72.83,1631177100,29,1,10.5,240,1006,3.4,84,75,35
Chennai,Tamil Nadu,India,13.08,80.28,1631177100,35,1,11.9,280,1005,0,50,50,42
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631177100,30.9,1,20.6,269,1010,0,52,39,33.3
Mumbai,Maharashtra,India,18.98,72.83,1631180700,30,1,9.4,250,1005,0.8,79,75,37.9
Chennai,Tamil Nadu,India,13.08,80.28,1631180700,35,1,9.4,300,1005,0,50,50,41.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631180700,31.8,1,21,274,1009,0,49,59,34.3
Mumbai,Maharashtra,India,18.98,72.83,1631184300,30,1,11.9,240,1005,0.8,79,75,37.8
Chennai,Tamil Nadu,India,13.08,80.28,1631184300,35,1,5.6,300,1005,0,50,50,41.1
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631184300,32.7,1,21.9,276,1007,0,46,47,35.2
Mumbai,Maharashtra,India,18.98,72.83,1631187900,29,1,9.4,260,1005,1.9,84,75,35.1
Chennai,Tamil Nadu,India,13.08,80.28,1631187900,34,1,6.9,280,1005,0,56,50,38.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631187900,32.9,1,21.3,280,1006,0,45,47,35.3
Mumbai,Maharashtra,India,18.98,72.83,1631191500,29,1,13.6,240,1005,0.5,84,75,35.2
Chennai,Tamil Nadu,India,13.08,80.28,1631191500,34,0,5.6,220,1005,0,53,50,38.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631191500,32.9,0,20.8,277,1006,0,44,44,35.2
Mumbai,Maharashtra,India,18.98,72.83,1631192400,28,0,15,230,1006,0.6,89,75,32.9
Chennai,Tamil Nadu,India,13.08,80.28,1631192400,32,0,6.9,200,1006,0,67,75,35.4
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631192400,31.9,0,20.6,271,1006,0,46,44,33.9
Mumbai,Maharashtra,India,18.98,72.83,1631198700,27,0,11.9,220,1006,2.3,94,75,30.8
Chennai,Tamil Nadu,India,13.08,80.28,1631198700,31,0,3.8,200,1006,0,75,75,34.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631198700,31.1,0,18.6,271,1007,0,48,32,33
Mumbai,Maharashtra,India,18.98,72.83,1631202300,28,0,8.1,240,1007,0.6,89,75,33.1
Chennai,Tamil Nadu,India,13.08,80.28,1631202300,30,0,8.1,200,1007,0,75,50,34.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631202300,30.4,0,16.6,273,1007,0,52,28,32.5
Mumbai,Maharashtra,India,18.98,72.83,1631209500,28,0,11.9,230,1008,1.5,89,75,33.1
Chennai,Tamil Nadu,India,13.08,80.28,1631209500,30,0,9.4,230,1007,0.1,75,50,35.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631209500,28.1,0,17.7,267,1010,0,61,20,30
Mumbai,Maharashtra,India,18.98,72.83,1631210400,28,0,9.4,230,1007,0.5,89,75,33.2
Chennai,Tamil Nadu,India,13.08,80.28,1631213100,30,0,6.9,230,1007,0.1,75,50,34.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631210400,25,0,17.2,259,1010,0,72,11,26.7
Mumbai,Maharashtra,India,18.98,72.83,1631259000,29,1,11.9,250,1007,0.5,84,75,35.2
Chennai,Tamil Nadu,India,13.08,80.28,1631259000,34,1,9.4,270,1006,0,53,50,40.1
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631259000,29.1,1,20.8,277,1010,0,54,26,30.7
Mumbai,Maharashtra,India,18.98,72.83,1631266200,30,1,12.5,230,1005,0.9,84,75,38.1
Chennai,Tamil Nadu,India,13.08,80.28,1631266200,36,1,9.4,320,1004,0,47,75,43.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631266200,32,1,19.9,280,1008,0,48,47,34.5
Mumbai,Maharashtra,India,18.98,72.83,1631269800,30,1,12.5,240,1004,0,84,75,38.1
Chennai,Tamil Nadu,India,13.08,80.28,1631269800,35,1,6.9,300,1004,0,50,75,40.4
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631270700,33.1,1,20.8,282,1007,0,45,47,35.7
Mumbai,Maharashtra,India,18.98,72.83,1631273400,29,1,8.1,240,1003,3,84,75,35.4
Chennai,Tamil Nadu,India,13.08,80.28,1631273400,34,1,4.3,340,1004,0,53,75,37.9
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631273400,33.5,1,21.5,283,1005,0,43,36,36
Mumbai,Maharashtra,India,18.98,72.83,1631281500,28,0,13.6,230,1004,1,89,75,33.1
Chennai,Tamil Nadu,India,13.08,80.28,1631281500,32,0,3.8,180,1005,0,67,75,35.4
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631281500,32.4,0,21.3,276,1005,0,45,44,34.5
Mumbai,Maharashtra,India,18.98,72.83,1631284200,28,0,8.1,250,1004,3,89,75,33.2
Chennai,Tamil Nadu,India,13.08,80.28,1631284200,31,0,6.9,200,1005,0,75,75,35.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631284200,31.1,0,17.7,274,1005,0,50,47,33.2
Mumbai,Maharashtra,India,18.98,72.83,1631291400,28,0,13.6,240,1005,0.8,89,75,33.3
Chennai,Tamil Nadu,India,13.08,80.28,1631291400,30,0,6.9,200,1006,0,75,75,34.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631291400,29.3,0,17.7,277,1007,0,57,34,31.4
Mumbai,Maharashtra,India,18.98,72.83,1631295000,28,0,12.5,230,1006,2.6,89,75,33.3
Chennai,Tamil Nadu,India,13.08,80.28,1631295000,30,0,9.4,210,1006,0,79,50,34.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631295000,28.4,0,18.8,267,1008,0,62,29,30.5
Mumbai,Maharashtra,India,18.98,72.83,1631298600,28,0,9.4,230,1005,1,89,75,33.5
Chennai,Tamil Nadu,India,13.08,80.28,1631298600,30,0,9.4,210,1006,0.1,79,50,35
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631298600,25.4,0,15.7,261,1008,0,72,21,27.2
Mumbai,Maharashtra,India,18.98,72.83,1631332800,28,1,13.6,220,1005,0.1,94,75,33.6
Chennai,Tamil Nadu,India,13.08,80.28,1631332800,33,1,11.9,310,1007,0,56,50,40.4
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631332800,25,1,16.3,260,1008,0,72,15,26.7
Mumbai,Maharashtra,India,18.98,72.83,1631336400,28,1,10.5,220,1005,4,94,75,33.3
Chennai,Tamil Nadu,India,13.08,80.28,1631336400,34,1,11.9,290,1006,0,53,50,41.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631336400,26.7,1,18.1,262,1009,0,64,34,28.3
Mumbai,Maharashtra,India,18.98,72.83,1631340000,27,1,12.5,210,1005,0.6,94,75,30.9
Chennai,Tamil Nadu,India,13.08,80.28,1631340000,34,1,16.1,270,1005,0,53,50,40.1
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631340000,28.3,1,18.8,264,1009,0,58,17,30
Mumbai,Maharashtra,India,18.98,72.83,1631343600,27,1,12.5,250,1004,1.4,94,100,30.8
Chennai,Tamil Nadu,India,13.08,80.28,1631343600,35,1,9.4,300,1004,0,53,50,41.4
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631343600,29.6,1,19.7,266,1009,0,54,40,31.4
Mumbai,Maharashtra,India,18.98,72.83,1631354400,28,1,8.1,230,1002,0,94,75,33
Chennai,Tamil Nadu,India,13.08,80.28,1631354400,35,1,5.6,280,1002,0,53,50,39.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631354400,32.6,1,22.4,269,1006,0,48,74,35.5
Mumbai,Maharashtra,India,18.98,72.83,1631365200,28,0,11.9,220,1002,1.3,89,75,33.2
Chennai,Tamil Nadu,India,13.08,80.28,1631365200,33,0,5.6,200,1003,0,63,75,40.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631365200,31.3,0,19.9,266,1005,0,51,55,33.7
Mumbai,Maharashtra,India,18.98,72.83,1631372400,26,0,9.4,250,1003,0.9,94,100,29.2
Chennai,Tamil Nadu,India,13.08,80.28,1631372400,31,0,5.6,210,1005,0.5,71,50,37.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631372400,29.7,0,19.2,266,1006,0,56,62,31.9
Mumbai,Maharashtra,India,18.98,72.83,1631376000,26,0,4.3,200,1004,0.7,94,75,29.2
Chennai,Tamil Nadu,India,13.08,80.28,1631376000,30,0,5.6,180,1005,0,79,50,35
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631376000,28.6,0,18.3,269,1007,0,60,38,30.6
Mumbai,Maharashtra,India,18.98,72.83,1631425500,28,1,8.1,270,1003,5.4,94,75,33.2
Chennai,Tamil Nadu,India,13.08,80.28,1631425500,32,1,8.1,300,1005,0,59,75,37.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631425500,27.3,1,20.6,258,1008,0,63,14,29
Mumbai,Maharashtra,India,18.98,72.83,1631432700,27,1,5.6,310,1002,1.6,94,75,30.5
Chennai,Tamil Nadu,India,13.08,80.28,1631432700,34,1,9.4,290,1003,0,53,50,40.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631432700,30.6,1,23.7,263,1007,0,51,27,32.6
Mumbai,Maharashtra,India,18.98,72.83,1631439900,29,1,6.9,260,1000,1.1,84,75,34.7
Chennai,Tamil Nadu,India,13.08,80.28,1631439900,34,1,11.9,260,1002,0,53,75,38.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631439900,33.9,1,23.3,269,1005,0,43,45,36.9
Mumbai,Maharashtra,India,18.98,72.83,1631443500,29,1,8.1,270,1000,0,84,75,34.8
Chennai,Tamil Nadu,India,13.08,80.28,1631443500,34,1,9.4,240,1001,0,56,75,39.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631443500,34.6,1,23.7,268,1003,0,42,38,37.7
Mumbai,Maharashtra,India,18.98,72.83,1631447100,28,1,5.6,200,1000,3.2,89,75,32.4
Chennai,Tamil Nadu,India,13.08,80.28,1631447100,34,1,9.4,230,1001,0.2,53,75,41.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631447100,34.5,1,23.5,269,1002,0,41,33,37.4
Mumbai,Maharashtra,India,18.98,72.83,1631450700,26,1,0,0,1000,0,94,75,28.7
Chennai,Tamil Nadu,India,13.08,80.28,1631450700,34,0,6.9,210,1001,0,53,75,42.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631450700,33.4,0,22.8,269,1002,0,43,47,36
Mumbai,Maharashtra,India,18.98,72.83,1631454300,27,0,4.3,180,1001,1.1,94,75,30.5
Chennai,Tamil Nadu,India,13.08,80.28,1631454300,31,0,9.4,180,1002,0.1,75,75,36.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631454300,32.2,0,22.1,267,1002,0,47,45,34.5
Mumbai,Maharashtra,India,18.98,72.83,1631457900,26,0,9.4,240,1002,0,100,100,28.9
Chennai,Tamil Nadu,India,13.08,80.28,1631457900,30,0,9.4,200,1003,0,79,75,34.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631457900,31.3,0,21.7,265,1003,0,49,44,33.5
Mumbai,Maharashtra,India,18.98,72.83,1631461500,27,0,5.6,190,1002,1.9,94,100,31
Chennai,Tamil Nadu,India,13.08,80.28,1631461500,30,0,9.4,210,1004,0,84,75,34.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631461500,30.4,0,20.6,261,1004,0,51,45,32.3
Mumbai,Maharashtra,India,18.98,72.83,1631465100,26,0,8.1,220,1003,0.5,100,100,29.1
Chennai,Tamil Nadu,India,13.08,80.28,1631465100,30,0,9.4,220,1004,0,84,75,34.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631465100,29.1,0,21.9,258,1005,0,57,31,31
Mumbai,Maharashtra,India,18.98,72.83,1631468700,27,0,9.4,210,1002,5.7,94,100,31.1
Chennai,Tamil Nadu,India,13.08,80.28,1631468700,30,0,9.4,230,1004,0.4,79,75,35.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631468700,27.7,0,21.5,256,1006,0,63,9,29.6
Mumbai,Maharashtra,India,18.98,72.83,1631472300,27,0,6.9,280,1002,1.4,94,100,31.2
Chennai,Tamil Nadu,India,13.08,80.28,1631472300,30,0,9.4,240,1004,0.1,79,50,34.5
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631472300,25.6,0,21.9,256,1006,0,68,43,27.2
Mumbai,Maharashtra,India,18.98,72.83,1631511000,28,1,10.5,250,1002,4.9,94,100,33.5
Chennai,Tamil Nadu,India,13.08,80.28,1631511000,33,1,13.6,250,1004,0,56,75,40.4
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631511000,26.8,1,23.9,255,1006,0,67,30,28.7
Mumbai,Maharashtra,India,18.98,72.83,1631512800,28,1,8.1,260,1002,0,94,100,33.5
Chennai,Tamil Nadu,India,13.08,80.28,1631512800,35,1,11.9,270,1003,0,50,75,44.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631512800,28.8,1,25.3,256,1007,0,59,92,30.9
Mumbai,Maharashtra,India,18.98,72.83,1631521800,27,1,10.5,290,1001,0,100,75,31.3
Chennai,Tamil Nadu,India,13.08,80.28,1631521800,35,1,11.9,250,1002,0,53,75,42.4
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631521800,31.7,1,25.3,253,1005,0,51,100,34.5
Mumbai,Maharashtra,India,18.98,72.83,1631529000,27,1,12.5,260,1000,15.3,94,100,32.5
Chennai,Tamil Nadu,India,13.08,80.28,1631529000,35,1,11.9,280,1001,0,50,75,40.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631529000,32.2,1,24.6,258,1003,0,49,86,35.1
Mumbai,Maharashtra,India,18.98,72.83,1631532600,27,1,13.6,260,1000,44.2,94,75,32.3
Chennai,Tamil Nadu,India,13.08,80.28,1631532600,35,1,11.9,260,1000,0,53,75,40.7
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631532600,31.6,1,24.8,256,1002,0,52,95,34.5
Mumbai,Maharashtra,India,18.98,72.83,1631601900,30,1,11.9,230,1004,0.8,79,75,38.9
Chennai,Tamil Nadu,India,13.08,80.28,1631601900,36,1,9.4,290,1004,0,50,25,46.6
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631601900,28.2,1,20.6,257,1007,0,61,83,30.2
Mumbai,Maharashtra,India,18.98,72.83,1631689200,30,1,8.1,220,1005,0.6,79,75,37.7
Chennai,Tamil Nadu,India,13.08,80.28,1631689200,35,1,8.1,300,1004,0,50,25,41.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631689200,29.6,1,15.7,259,1009,0,53,48,31.3
Mumbai,Maharashtra,India,18.98,72.83,1631698200,30,1,12.5,230,1004,0.3,79,75,36.6
Chennai,Tamil Nadu,India,13.08,80.28,1631698200,34,1,10.5,170,1003,0,63,50,38.9
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631698200,33.6,1,15.9,261,1006,0,43,47,36.1
Mumbai,Maharashtra,India,18.98,72.83,1631701800,30,1,15,240,1003,0,75,75,36.2
Chennai,Tamil Nadu,India,13.08,80.28,1631701800,34,1,6.9,130,1003,0,63,50,39.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631701800,34.8,1,15.4,263,1005,0,39,24,37.2
Mumbai,Maharashtra,India,18.98,72.83,1631700000,30,1,11.9,240,1003,0,79,75,36.2
Chennai,Tamil Nadu,India,13.08,80.28,1631700000,34,1,8.1,140,1003,0,63,50,39.3
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631700000,34.8,1,15.4,263,1005,0,39,24,37.2
Mumbai,Maharashtra,India,18.98,72.83,1631703600,29,1,9.4,220,1003,0.4,79,75,33.7
Chennai,Tamil Nadu,India,13.08,80.28,1631703600,33,1,8.1,160,1003,0,63,50,37.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631703600,35.5,1,15.7,264,1004,0,36,19,37.7
Mumbai,Maharashtra,India,18.98,72.83,1631707200,29,1,11.9,210,1003,0,79,75,33.7
Chennai,Tamil Nadu,India,13.08,80.28,1631707200,32,0,9.4,160,1004,0,63,50,38.4
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631707200,35.3,0,16.3,269,1003,0,35,31,37.1
Mumbai,Maharashtra,India,18.98,72.83,1631714400,28,0,10.5,190,1004,0,84,50,32
Chennai,Tamil Nadu,India,13.08,80.28,1631714400,31,0,9.4,180,1005,0,71,50,37.8
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631714400,33.2,0,18.6,272,1004,0,41,21,35.1
Mumbai,Maharashtra,India,18.98,72.83,1631718000,28,0,8.1,200,1005,0,84,50,32.4
Chennai,Tamil Nadu,India,13.08,80.28,1631718000,30,0,10.5,190,1006,0,79,50,36.2
Anantapuramu,Andhra Pradesh,India,14.68,77.6,1631718000,31.9,0,17.4,274,1005,0,46,18,33.9
Mumbai,Maharashtra,India,18.98,72.83,1631721600,28,0,9.4,190,1006,0,89,50,32.4
Chennai,Tamil Nadu,India,13.08,80.28,1631721600,30,0,8.1,190,1007,0,79,50,36
