location.place,location.region,location.country,location.lat,location.lon,current.last_updated_epoch,current.temp_c,current.is_day,current.wind_mph,current.wind_degree,current.pressure_mb,current.precip_mm,current.humidity,current.cloud,current.feelslike_c
"Mumbai","Maharashtra","India",18.98,72.83,1637847900,31,0,6.9,340,1010,0,55,25,35.6
"Chennai","Tamil Nadu","India",13.08,80.28,1637847900,29,0,11.9,60,1009,0.2,79,75,34.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637847900,25.3,0,8.7,88,1011,0.1,77,74,27.3
"Mumbai","Maharashtra","India",18.98,72.83,1637851500,31,0,4.3,340,1011,0,55,25,36
"Chennai","Tamil Nadu","India",13.08,80.28,1637851500,28,0,6.9,50,1010,0.6,89,75,32.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637851500,23.6,0,8.3,102,1012,0,81,20,25.6
"Mumbai","Maharashtra","India",18.98,72.83,1637855100,30,0,5.6,360,1012,0,59,25,33.8
"Chennai","Tamil Nadu","India",13.08,80.28,1637855100,27,0,8.1,110,1011,2.7,94,75,30.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637855100,23.2,0,8.1,106,1013,0.1,83,80,25.3
"Mumbai","Maharashtra","India",18.98,72.83,1637858700,30,0,5.6,20,1012,0,59,25,33.8
"Chennai","Tamil Nadu","India",13.08,80.28,1637858700,26,0,10.5,120,1012,1.2,100,100,29.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637858700,23,0,7.6,104,1013,0,85,17,25.1
"Mumbai","Maharashtra","India",18.98,72.83,1637865900,29,0,0,0,1011,0,62,0,31.6
"Chennai","Tamil Nadu","India",13.08,80.28,1637865900,26,0,6.9,120,1010,2.9,94,100,29.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637865900,22,0,6.3,114,1011,0,89,35,24.5
"Mumbai","Maharashtra","India",18.98,72.83,1637901900,31,1,6.9,100,1013,0,55,25,34.7
"Chennai","Tamil Nadu","India",13.08,80.28,1637901900,27,1,0,8,1012,0.4,94,75,30.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637901900,24.3,1,7.6,69,1013,0,81,35,26.3
"Mumbai","Maharashtra","India",18.98,72.83,1637904600,32,1,6.9,80,1013,0,52,25,36.2
"Chennai","Tamil Nadu","India",13.08,80.28,1637905500,27,1,0,12,1012,0.4,94,75,30.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637905500,25.8,1,9.6,62,1013,0,74,51,27.8
"Mumbai","Maharashtra","India",18.98,72.83,1637909100,34,1,4.3,140,1012,0,39,25,39.3
"Chennai","Tamil Nadu","India",13.08,80.28,1637909100,28,1,5.6,30,1010,2.2,89,75,32.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637909100,27.4,1,10.1,58,1012,0,71,37,29.9
"Mumbai","Maharashtra","India",18.98,72.83,1637912700,34,1,5.6,120,1012,0,36,25,38.6
"Chennai","Tamil Nadu","India",13.08,80.28,1637912700,28,1,9.4,30,1009,0.5,89,75,32
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637912700,27.6,1,9.6,64,1011,0,68,29,29.9
"Mumbai","Maharashtra","India",18.98,72.83,1637916300,34,1,5.6,260,1010,0,44,25,39
"Chennai","Tamil Nadu","India",13.08,80.28,1637916300,27.1,1,11.9,23,1008,0.6,78,90,30.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637916300,27.9,1,9.6,67,1010,0,63,61,29.9
"Mumbai","Maharashtra","India",18.98,72.83,1637919900,34,1,8.1,290,1009,0,50,25,39.8
"Chennai","Tamil Nadu","India",13.08,80.28,1637919900,26,1,3.8,40,1008,2,100,100,28.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637919900,27.6,1,9.8,72,1010,0.1,64,53,29.5
"Mumbai","Maharashtra","India",18.98,72.83,1637923500,33,1,9.4,270,1009,0,53,25,38.2
"Chennai","Tamil Nadu","India",13.08,80.28,1637923500,26,1,8.1,30,1008,0.7,94,100,28.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637923500,27.6,1,8.1,68,1009,0,64,22,29.6
"Mumbai","Maharashtra","India",18.98,72.83,1637927100,32,1,5.6,290,1010,0,56,25,36.7
"Chennai","Tamil Nadu","India",13.08,80.28,1637927100,26,1,4.3,80,1008,0.8,100,100,28.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637927100,28.5,1,8.7,81,1010,0,59,16,30.4
"Mumbai","Maharashtra","India",18.98,72.83,1637930700,31,0,6.9,320,1010,0,59,25,35.1
"Chennai","Tamil Nadu","India",13.08,80.28,1637930700,26,0,5.6,40,1009,4.9,100,100,28.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637930700,27.8,0,7.6,79,1011,0,66,14,30
"Mumbai","Maharashtra","India",18.98,72.83,1637937900,30,0,4.3,330,1012,0,66,0,33.7
"Chennai","Tamil Nadu","India",13.08,80.28,1637937900,26,0,6.9,50,1011,1.4,100,75,29.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637937900,25.6,0,6,93,1012,0,70,2,27.3
"Mumbai","Maharashtra","India",18.98,72.83,1637941500,29,0,8.1,340,1012,0,70,0,32
"Chennai","Tamil Nadu","India",13.08,80.28,1637941500,27,0,5.6,30,1011,2.9,94,75,31.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637941500,23.7,0,6.5,107,1013,0,69,0,25.4
"Mumbai","Maharashtra","India",18.98,72.83,1637945100,29,0,4.3,340,1013,0,62,0,31.9
"Chennai","Tamil Nadu","India",13.08,80.28,1637945100,26,0,3.8,50,1011,0.9,100,75,29.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637945100,23.2,0,6.5,103,1014,0,72,0,25.1
"Mumbai","Maharashtra","India",18.98,72.83,1637948700,29,0,4.3,50,1012,0,66,0,31.8
"Chennai","Tamil Nadu","India",13.08,80.28,1637948700,26,0,8.1,50,1011,1.1,94,75,29.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1637948700,22.8,0,5.4,85,1013,0,75,0,24.9
"Mumbai","Maharashtra","India",18.98,72.83,1638074700,29,1,10.5,110,1014,0,43,0,30
"Chennai","Tamil Nadu","India",13.08,80.28,1638074700,29,1,10.5,100,1012,1.4,84,75,34.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638074700,22.7,1,6.7,49,1015,0,75,100,24.9
"Mumbai","Maharashtra","India",18.98,72.83,1638078300,30,1,9.4,130,1014,0,43,0,30.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638078300,29,1,9.4,110,1011,1.5,79,75,34.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638078300,22.9,1,7.4,54,1015,0,74,58,25
"Mumbai","Maharashtra","India",18.98,72.83,1638081900,31,1,10.5,100,1013,0,36,0,32.1
"Chennai","Tamil Nadu","India",13.08,80.28,1638081900,29,1,9.4,100,1011,9.3,84,100,34.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638081900,23.5,1,10.1,69,1014,0.2,77,62,25.4
"Mumbai","Maharashtra","India",18.98,72.83,1638085500,33,1,10.5,100,1012,0,32,0,35.3
"Chennai","Tamil Nadu","India",13.08,80.28,1638085500,26,1,0,0,1010,1.9,94,100,28.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638085500,22.3,1,7.6,77,1013,0.5,84,64,24.7
"Mumbai","Maharashtra","India",18.98,72.83,1638089100,33,1,9.4,140,1011,0,30,0,35.3
"Chennai","Tamil Nadu","India",13.08,80.28,1638089100,27,1,5.6,80,1009,1.9,94,75,30.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638089100,22.3,1,7.4,54,1012,0.5,86,88,24.7
"Mumbai","Maharashtra","India",18.98,72.83,1638092700,33,1,9.4,80,1010,0,28,0,34.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638092700,28,1,8.1,80,1009,5,89,75,32.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638092700,21.6,1,7.8,54,1012,0.9,90,100,21.6
"Mumbai","Maharashtra","India",18.98,72.83,1638096300,33,1,9.4,30,1010,0,28,0,35.1
"Chennai","Tamil Nadu","India",13.08,80.28,1638096300,27,1,8.1,90,1009,1.5,94,75,30.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638096300,21.5,1,7.4,58,1011,0.3,94,100,21.5
"Mumbai","Maharashtra","India",18.98,72.83,1638099900,32,1,8.1,30,1010,0,32,0,34.1
"Chennai","Tamil Nadu","India",13.08,80.28,1638099900,23,1,8.1,300,1011,1.3,100,100,25.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638099900,22.2,1,8.7,59,1012,0.4,94,100,24.7
"Mumbai","Maharashtra","India",18.98,72.83,1638103500,31,0,6.9,30,1010,0,33,0,33.1
"Chennai","Tamil Nadu","India",13.08,80.28,1638103500,23,0,4.3,330,1011,6.7,100,100,25.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638103500,21.9,0,9.6,56,1012,2.2,93,100,21.9
"Mumbai","Maharashtra","India",18.98,72.83,1638107100,29,0,6.9,360,1011,0,55,0,30.2
"Chennai","Tamil Nadu","India",13.08,80.28,1638107100,24,0,3.8,30,1011,0.3,94,75,26.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638107100,21.7,0,10.1,59,1013,0.2,93,100,21.7
"Mumbai","Maharashtra","India",18.98,72.83,1638110700,28,0,10.5,20,1012,0,58,0,28.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638110700,24,0,0,0,1012,0.4,94,100,26.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638110700,21.1,0,7.8,65,1014,0.1,95,100,21.1
"Mumbai","Maharashtra","India",18.98,72.83,1638114300,27,0,6.9,30,1013,0,62,0,27.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638114300,24,0,4.3,50,1013,0.9,100,100,26.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638114300,21.3,0,8.7,70,1014,0.1,95,100,21.3
"Mumbai","Maharashtra","India",18.98,72.83,1638117900,27,0,4.3,60,1013,0,54,0,27.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638117900,24,0,0,0,1013,0.3,100,100,26.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638117900,21.3,0,8.7,68,1014,0,95,100,21.3
"Mumbai","Maharashtra","India",18.98,72.83,1638121500,26,0,0,0,1013,0,58,0,26.7
"Chennai","Tamil Nadu","India",13.08,80.28,1638121500,24,0,3.8,30,1012,0.3,100,100,26.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638121500,21.3,0,9.2,65,1014,0,96,100,21.3
"Mumbai","Maharashtra","India",18.98,72.83,1638125100,26,0,0,0,1013,0,48,0,26.4
"Chennai","Tamil Nadu","India",13.08,80.28,1638125100,24.3,0,11.6,357,1012,0.1,92,52,26.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638125100,20.9,0,8.7,81,1014,0.1,95,100,20.9
"Mumbai","Maharashtra","India",18.98,72.83,1638128700,26,0,0,0,1012,0,45,0,26.4
"Chennai","Tamil Nadu","India",13.08,80.28,1638126000,25,0,3.8,70,1011,0.1,94,100,27.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638126000,20.9,0,8.7,81,1014,0.1,95,100,20.9
"Mumbai","Maharashtra","India",18.98,72.83,1638161100,29,1,11.9,70,1014,0,37,0,29.4
"Chennai","Tamil Nadu","India",13.08,80.28,1638161100,27,1,0,89,1014,1.4,94,75,30.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638161100,22.8,1,8.5,84,1015,0,90,100,25.1
"Mumbai","Maharashtra","India",18.98,72.83,1638164700,30,1,11.9,80,1013,0,38,0,30.5
"Chennai","Tamil Nadu","India",13.08,80.28,1638164700,27,1,6.9,250,1013,1.3,94,75,30.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638164700,22.8,1,8.9,80,1015,0,90,98,25.1
"Mumbai","Maharashtra","India",18.98,72.83,1638168300,31,1,11.9,70,1013,0,41,0,32
"Chennai","Tamil Nadu","India",13.08,80.28,1638168300,27,1,4.3,210,1013,7,89,100,30.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638168300,23.3,1,9.4,74,1014,0.4,90,100,25.5
"Mumbai","Maharashtra","India",18.98,72.83,1638171900,32,1,10.5,100,1011,0,41,0,33.7
"Chennai","Tamil Nadu","India",13.08,80.28,1638171900,28,1,6.9,340,1012,0.6,89,75,32
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638171900,23.6,1,9.6,64,1013,0.1,89,98,25.8
"Mumbai","Maharashtra","India",18.98,72.83,1638175500,33,1,8.1,120,1010,0,39,0,35.6
"Chennai","Tamil Nadu","India",13.08,80.28,1638175500,26,1,6.9,300,1011,0.5,94,75,28.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638175500,24,1,10.7,53,1012,0.1,88,98,26.2
"Mumbai","Maharashtra","India",18.98,72.83,1638182700,33,1,6.9,90,1010,0,41,25,35.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638182700,28,1,4.3,70,1009,0.4,89,75,32.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638182700,24.3,1,9.6,48,1011,0.1,87,88,26.5
"Mumbai","Maharashtra","India",18.98,72.83,1638183600,32,1,8.1,80,1010,0,43,50,34.6
"Chennai","Tamil Nadu","India",13.08,80.28,1638183600,27,1,3.8,140,1010,0.4,94,75,30.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638183600,25,1,10.3,62,1011,0.1,83,74,27.3
"Mumbai","Maharashtra","India",18.98,72.83,1638189900,31,0,6.9,100,1011,0,46,50,33.3
"Chennai","Tamil Nadu","India",13.08,80.28,1638189900,27,0,2.5,360,1011,2.4,94,75,30.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638189900,23.7,0,11.6,59,1012,0.9,87,75,25.9
"Mumbai","Maharashtra","India",18.98,72.83,1638204300,29,0,4.3,140,1013,0,52,25,30.7
"Chennai","Tamil Nadu","India",13.08,80.28,1638204300,26,0,0,85,1013,1.3,94,50,28.8
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638204300,21.3,0,9.6,53,1015,0.2,94,100,21.3
"Mumbai","Maharashtra","India",18.98,72.83,1638207900,29,0,4.3,30,1013,0,55,25,30.5
"Chennai","Tamil Nadu","India",13.08,80.28,1638207900,26,0,0,0,1012,1.4,94,50,28.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638207900,21.4,0,9.6,54,1015,0.2,94,100,21.4
"Mumbai","Maharashtra","India",18.98,72.83,1638247500,29,1,10.5,100,1013,0,43,50,30
"Chennai","Tamil Nadu","India",13.08,80.28,1638247500,30,1,12.5,100,1014,1.2,89,75,36.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638247500,23.7,1,9.8,94,1015,0,85,98,25.8
"Mumbai","Maharashtra","India",18.98,72.83,1638258300,32,1,6.9,80,1011,0.2,41,75,35.6
"Chennai","Tamil Nadu","India",13.08,80.28,1638258300,31,1,13.6,100,1011,0.7,75,50,39.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638258300,26.7,1,11.4,92,1013,0.2,74,93,29.1
"Mumbai","Maharashtra","India",18.98,72.83,1638259200,32,1,8.1,90,1009,0.2,38,75,35.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638259200,30,1,13.6,100,1010,0.7,84,50,36.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638259200,26.8,1,11.9,97,1011,0.2,73,72,29.1
"Mumbai","Maharashtra","India",18.98,72.83,1638265500,33,1,8.1,110,1009,0.6,39,75,38
"Chennai","Tamil Nadu","India",13.08,80.28,1638265500,30,1,11.9,90,1009,2.8,79,50,36.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638265500,26.5,1,12.3,92,1011,0.9,73,74,28.7
"Mumbai","Maharashtra","India",18.98,72.83,1638272700,32,1,5.6,130,1009,0.5,43,75,37.4
"Chennai","Tamil Nadu","India",13.08,80.28,1638272700,29,1,9.4,80,1009,0.9,84,50,34.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638272700,25.7,1,11.9,86,1011,0.2,77,55,27.9
"Mumbai","Maharashtra","India",18.98,72.83,1638276300,31,0,4.3,130,1009,3.4,49,75,36.1
"Chennai","Tamil Nadu","India",13.08,80.28,1638276300,28,0,11.9,80,1010,5.7,89,75,32.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638276300,24.5,0,11.4,84,1011,1.3,82,70,26.6
"Mumbai","Maharashtra","India",18.98,72.83,1638279900,30,0,0,0,1010,1.2,52,75,35
"Chennai","Tamil Nadu","India",13.08,80.28,1638279900,27,0,2.5,360,1011,1.4,94,50,30.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638279900,23.6,0,10.1,79,1012,0.1,88,79,25.8
"Mumbai","Maharashtra","India",18.98,72.83,1638283500,30,0,3.8,150,1011,1.3,52,75,35.7
"Chennai","Tamil Nadu","India",13.08,80.28,1638283500,27,0,3.8,340,1012,1.5,94,50,30.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638283500,23.3,0,8.9,77,1013,0.1,91,85,25.6
"Mumbai","Maharashtra","India",18.98,72.83,1638287100,29,0,0,0,1012,3.5,55,75,33.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638287100,28,0,8.1,70,1013,4.6,94,50,32.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638287100,22.2,0,11.2,73,1014,0.1,90,70,24.6
"Mumbai","Maharashtra","India",18.98,72.83,1638294300,29,0,5.6,40,1012,1.1,55,50,34.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638294300,27,0,9.4,70,1013,1.4,94,50,30.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638294300,21.6,0,11.9,85,1014,0,92,62,21.6
"Mumbai","Maharashtra","India",18.98,72.83,1638297900,28,0,4.3,50,1011,0,58,50,32.7
"Chennai","Tamil Nadu","India",13.08,80.28,1638297900,27,0,6.9,80,1013,1.1,94,75,30.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638297900,20.8,0,8.9,85,1014,0,94,74,20.8
"Mumbai","Maharashtra","India",18.98,72.83,1638333900,24,1,4.3,110,1014,0.4,78,100,25.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638333900,30,1,12.5,100,1013,0.1,75,50,35.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638333900,24.8,1,12.8,105,1014,0,74,79,26.5
"Mumbai","Maharashtra","India",18.98,72.83,1638337500,23,1,3.8,130,1014,0.4,83,100,25
"Chennai","Tamil Nadu","India",13.08,80.28,1638337500,30,1,12.5,90,1012,0.1,70,50,34.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638337500,26,1,12.3,107,1014,0,68,69,27.6
"Mumbai","Maharashtra","India",18.98,72.83,1638344700,22,1,5.6,40,1012,0.4,94,100,24.5
"Chennai","Tamil Nadu","India",13.08,80.28,1638344700,30,1,11.9,90,1009,0,75,50,35
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638344700,27.2,1,11.2,113,1012,0,64,94,28.9
"Mumbai","Maharashtra","India",18.98,72.83,1638348300,23,1,5.6,50,1011,0.5,94,100,25.1
"Chennai","Tamil Nadu","India",13.08,80.28,1638348300,30,1,10.5,80,1008,0,70,50,34.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638348300,27.1,1,10.7,115,1010,0,64,84,28.8
"Mumbai","Maharashtra","India",18.98,72.83,1638351900,21,1,11.9,40,1010,2.5,94,100,21
"Chennai","Tamil Nadu","India",13.08,80.28,1638351900,30,1,9.4,70,1008,0.2,70,50,35.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638351900,27.2,1,10.3,109,1010,0.1,64,74,28.9
"Mumbai","Maharashtra","India",18.98,72.83,1638355500,21,1,6.9,60,1010,0.7,94,100,21
"Chennai","Tamil Nadu","India",13.08,80.28,1638355500,29,1,10.5,60,1008,0.1,79,75,33.4
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638355500,26.4,1,9.4,109,1010,0,68,100,28.2
"Mumbai","Maharashtra","India",18.98,72.83,1638359100,21,1,10.5,50,1010,0.7,94,100,21
"Chennai","Tamil Nadu","India",13.08,80.28,1638359100,29,1,11.9,70,1009,0.1,75,50,33.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638359100,25.9,1,7.4,104,1010,0,72,72,27.8
"Mumbai","Maharashtra","India",18.98,72.83,1638362700,21,0,15,60,1010,4,94,100,21
"Chennai","Tamil Nadu","India",13.08,80.28,1638362700,28,0,5.6,60,1010,0.5,79,50,31.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638362700,25,0,5.4,98,1010,0.1,75,80,26.8
"Mumbai","Maharashtra","India",18.98,72.83,1638366300,21,0,11.9,60,1010,0.4,94,100,21
"Chennai","Tamil Nadu","India",13.08,80.28,1638366300,27,0,3.8,70,1011,0.2,89,50,29.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638366300,24.1,0,6.3,88,1011,0,77,44,25.9
"Mumbai","Maharashtra","India",18.98,72.83,1638369900,21,0,13.6,50,1011,0.4,94,100,21
"Chennai","Tamil Nadu","India",13.08,80.28,1638369900,27,0,6.9,70,1011,0.2,89,50,30
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638369900,23.5,0,7.6,80,1012,0,80,57,25.5
"Mumbai","Maharashtra","India",18.98,72.83,1638373500,21,0,9.4,60,1011,11.3,94,100,21
"Chennai","Tamil Nadu","India",13.08,80.28,1638373500,27,0,4.3,70,1012,0.6,89,50,29.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638373500,22.8,0,10.3,82,1013,0,87,67,25
"Mumbai","Maharashtra","India",18.98,72.83,1638377100,20,0,6.9,40,1012,5.3,94,100,20
"Chennai","Tamil Nadu","India",13.08,80.28,1638377100,27,0,5.6,70,1012,0.2,89,50,29.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638377100,22.3,0,10.5,81,1014,0,90,70,24.7
"Mumbai","Maharashtra","India",18.98,72.83,1638380700,20,0,12.5,50,1011,6.3,94,100,20
"Chennai","Tamil Nadu","India",13.08,80.28,1638380700,27,0,4.3,60,1012,0.2,89,25,29.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638380700,21.9,0,10.5,84,1014,0,91,93,21.9
"Mumbai","Maharashtra","India",18.98,72.83,1638384300,20,0,13.6,50,1011,9,88,100,20
"Chennai","Tamil Nadu","India",13.08,80.28,1638384300,27,0,0,43,1012,0,84,50,29.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638384300,20.9,0,8.3,93,1013,0,93,55,20.9
"Mumbai","Maharashtra","India",18.98,72.83,1638420300,23,1,5.6,80,1012,0,78,75,25
"Chennai","Tamil Nadu","India",13.08,80.28,1638420300,29,1,8.1,60,1012,0,62,50,31.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638420300,24.3,1,8.9,105,1015,0,74,31,26
"Mumbai","Maharashtra","India",18.98,72.83,1638423900,22,1,4.3,40,1012,0,83,100,24.6
"Chennai","Tamil Nadu","India",13.08,80.28,1638423900,31,1,8.1,60,1012,0,59,50,34.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638423900,25.5,1,8.7,106,1014,0,69,47,27.1
"Mumbai","Maharashtra","India",18.98,72.83,1638434700,26,1,6.9,110,1008,0.1,70,75,28.2
"Chennai","Tamil Nadu","India",13.08,80.28,1638434700,31,1,9.4,40,1009,0,55,50,34.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638434700,28.3,1,6.5,103,1010,0,59,87,30.1
"Mumbai","Maharashtra","India",18.98,72.83,1638438300,25,1,0,0,1008,0,83,75,26.7
"Chennai","Tamil Nadu","India",13.08,80.28,1638438300,31,1,11.9,30,1009,0,52,50,34.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638438300,28.5,1,6.3,94,1010,0,58,82,30.2
"Mumbai","Maharashtra","India",18.98,72.83,1638441900,25,1,0,0,1008,0,89,75,26.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638441900,30,1,9.4,30,1009,0,59,50,32.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638441900,28.2,1,6.9,88,1009,0,58,71,29.8
"Mumbai","Maharashtra","India",18.98,72.83,1638445500,25,1,3.8,40,1008,0,94,100,26.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638445500,29,1,9.4,60,1009,0,62,50,31.5
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638445500,27.5,1,7.8,85,1010,0,61,67,29.1
"Mumbai","Maharashtra","India",18.98,72.83,1638449100,25,0,8.1,40,1008,0.2,94,100,26.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638449100,28,0,8.1,60,1010,0,70,50,30.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638449100,26.1,0,8.3,82,1010,0,66,60,27.6
"Mumbai","Maharashtra","India",18.98,72.83,1638452700,25,0,4.3,60,1009,0,94,75,26.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638452700,27,0,8.1,50,1011,0,79,50,28.9
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638452700,25.3,0,10.1,80,1011,0,69,49,26.9
"Mumbai","Maharashtra","India",18.98,72.83,1638456300,25,0,6.9,40,1010,0,94,75,26.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638456300,27,0,5.6,60,1012,0,84,50,29.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638456300,25.1,0,11,81,1012,0,70,40,26.7
"Mumbai","Maharashtra","India",18.98,72.83,1638459900,25,0,6.9,50,1011,0,89,75,26.9
"Chennai","Tamil Nadu","India",13.08,80.28,1638459900,27,0,0,0,1012,0,84,50,29.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638459900,23.8,0,10.1,89,1013,0,71,33,25.6
"Mumbai","Maharashtra","India",18.98,72.83,1638463500,24,0,3.8,80,1011,0,89,75,25.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638463500,27,0,3.8,30,1012,0,84,50,29.2
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638463500,23.4,0,8.7,88,1013,0,72,51,25.3
"Mumbai","Maharashtra","India",18.98,72.83,1638467100,24,0,3.8,80,1011,0,89,75,25.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638467100,27,0,0,27,1012,0,84,50,29.3
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638467100,22.8,0,8.9,95,1013,0,74,47,24.9
"Mumbai","Maharashtra","India",18.98,72.83,1638470700,24,0,0,0,1011,0,89,75,25.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638470700,27,0,0,1,1011,0,84,50,29.6
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638470700,21.6,0,6.7,91,1012,0,77,33,21.6
"Mumbai","Maharashtra","India",18.98,72.83,1638474300,24,0,0,0,1010,0,89,75,25.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638474300,26,0,0,1,1011,0,94,50,28.1
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638474300,21.6,0,6.7,91,1012,0,77,33,21.6
"Mumbai","Maharashtra","India",18.98,72.83,1638506700,27,1,4.3,40,1013,0.1,79,50,29.8
"Chennai","Tamil Nadu","India",13.08,80.28,1638506700,30,1,9.4,20,1013,0,70,25,35.7
"Anantapuramu","Andhra Pradesh","India",14.68,77.6,1638506700,24.7,1,6.3,106,1014,0,65,25,26.1
